id,first_name,last_name,gender,email,address,country,nationality,generation,date_of_birth,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
6248,Xia,Xu,female,xia.xu38.cn@gmail.com,"67 Huaihai Rd, Shenzhen",china,CN,boomer,1951-09-05,bottom_50,103884.46,10388.45,once,4.13,85.17,2.85,5.53,6.45,0.0,8847.84,296.07,574.48,670.06,0.0
6249,Lei,Wu,male,lei.wu846.cn@gmail.com,"111 Dongfeng Rd, Shenzhen",china,CN,millennial,1989-01-16,top_1,662632.71,3313.16,always,447.37,24.02,16.1,10.13,15.9,33.85,795.82,533.42,335.62,526.79,1121.5
6250,Zhi,He,female,zhi.he585.cn@gmail.com,"137 Huaihai Rd, Chengdu",china,CN,gen_z,2004-10-01,bottom_50,11955.26,1195.53,always,4.03,76.02,10.31,10.95,2.72,0.0,908.84,123.26,130.91,32.52,0.0
6251,Philippe,Dubois,male,philippe.dubois242.fr@gmail.com,"169 Rue de Passy, Toulouse",fr,FR,gen_z,2006-12-18,top_1,262194.57,1310.97,always,635.3,20.39,8.21,30.29,10.62,30.49,267.31,107.63,397.09,139.23,399.71
6252,Poppy,Thomas,female,poppy.thomas756.uk@gmail.com,"50 Mill Lane, Leicester",uk,GB,millennial,1985-10-20,top_10,1152389.43,14404.87,once,202.13,26.82,17.11,22.01,14.57,19.49,3863.39,2464.67,3170.51,2098.79,2807.51
6253,David,Taylor,male,david.taylor757.us@gmail.com,"116 Cedar Ln, New York",usa,US,boomer,1956-01-17,bottom_50,488279.63,48827.96,once,12.85,82.09,2.49,7.27,8.15,0.0,40082.87,1215.82,3549.79,3979.48,0.0
6254,Riona,Smith,female,riona.smith593.ie@gmail.com,"116 North Circular Rd, Limerick",ire,IE,boomer,1951-12-21,bottom_50,298761.9,29876.19,sometimes,17.91,78.05,0.17,12.62,9.16,0.0,23318.37,50.79,3770.38,2736.66,0.0
6255,Donald,Thomas,male,donald.thomas199.us@gmail.com,"133 Oak Ave, Houston",usa,US,gen_z,2004-10-13,bottom_50,20922.0,2092.2,often,9.03,75.78,10.28,10.44,3.5,0.0,1585.47,215.08,218.43,73.23,0.0
6256,Thomas,White,male,thomas.white159.us@gmail.com,"138 River Rd, Los Angeles",usa,US,gen_z,2000-03-25,bottom_50,25688.98,2568.9,once,12.76,77.3,7.1,14.02,1.58,0.0,1985.76,182.39,360.16,40.59,0.0
6257,Xia,Wang,female,xia.wang141.cn@gmail.com,"90 Dongfeng Rd, Wuhan",china,CN,gen_z,2004-10-02,top_25,181874.99,7275.0,always,20.34,44.7,18.42,21.09,6.83,8.96,3251.93,1340.06,1534.3,496.88,651.84
6258,Steven,Smith,male,steven.smith122.us@gmail.com,"54 Maple Dr, Phoenix",usa,US,gen_z,2004-05-02,bottom_50,28360.79,2836.08,often,13.33,77.21,7.54,14.16,1.09,0.0,2189.74,213.84,401.59,30.91,0.0
6259,Paul,Martinez,male,paul.martinez443.us@gmail.com,"113 Pine Rd, San Diego",usa,US,gen_z,2002-05-19,bottom_50,17200.31,1720.03,once,12.99,69.88,9.04,16.19,4.89,0.0,1201.96,155.49,278.47,84.11,0.0
6260,Zhen,Chen,male,zhen.chen557.cn@gmail.com,"19 Huaihai Rd, Hangzhou",china,CN,gen_z,2004-02-27,bottom_50,40887.57,4088.76,once,8.08,73.4,11.01,14.74,0.85,0.0,3001.15,450.17,602.68,34.75,0.0
6261,Sinead,Byrne,female,sinead.byrne796.ie@gmail.com,"187 Baggot St, Drogheda",ire,IE,boomer,1954-04-08,top_25,1140172.98,45606.92,sometimes,62.25,34.41,8.32,21.55,15.67,20.05,15693.34,3794.5,9828.29,7146.6,9144.19
6262,Rui,Chen,male,rui.chen178.cn@gmail.com,"192 Xinhua St, Chengdu",china,CN,boomer,1950-07-03,top_1,1451785.47,7258.93,often,190.35,22.45,11.78,13.38,14.8,37.59,1629.63,855.1,971.24,1074.32,2728.63
6263,Mikael,Lindstrom,male,mikael.lindstrom48.se@gmail.com,"132 Hornsgatan, Uppsala",swe,SE,millennial,1983-07-05,bottom_50,13075.32,1307.53,sometimes,18.44,76.22,13.01,8.85,1.92,0.0,996.6,170.11,115.72,25.1,0.0
6264,Bo,Chen,male,bo.chen242.cn@gmail.com,"156 Wangfujing St, Guangzhou",china,CN,gen_z,1997-03-19,top_25,172086.7,6883.47,once,26.43,44.54,15.88,17.62,6.24,15.72,3065.9,1093.1,1212.87,429.53,1082.08
6265,Xia,Yang,female,xia.yang756.cn@gmail.com,"169 Zhongshan Ave, Xi'an",china,CN,millennial,1984-12-17,bottom_50,20346.67,2034.67,sometimes,6.74,77.6,8.6,12.63,1.17,0.0,1578.9,174.98,256.98,23.81,0.0
6266,Jennifer,Thomas,female,jennifer.thomas494.us@gmail.com,"2 Oak Ave, Chicago",usa,US,millennial,1989-01-21,bottom_50,90770.46,9077.05,often,13.67,79.86,4.03,9.3,6.81,0.0,7248.93,365.81,844.17,618.15,0.0
6267,Betty,Brown,female,betty.brown767.us@gmail.com,"198 Main St, Phoenix",usa,US,millennial,1988-04-13,top_10,2327274.14,29090.93,often,204.95,36.02,10.23,22.21,17.83,13.71,10478.55,2976.0,6461.1,5186.91,3988.37
6268,Elisabeth,Jakobsson,female,elisabeth.jakobsson198.se@gmail.com,"141 Gotgatan, Norrkoping",swe,SE,gen_z,2000-03-12,bottom_50,3265.8,326.58,often,10.58,80.34,7.06,11.25,1.35,0.0,262.37,23.06,36.74,4.41,0.0
6269,Dorothy,White,female,dorothy.white237.us@gmail.com,"17 Elm St, Phoenix",usa,US,gen_z,2005-06-25,bottom_50,31138.27,3113.83,often,22.25,73.29,9.31,13.99,3.41,0.0,2282.13,289.9,435.62,106.18,0.0
6270,Darragh,O'Connor,male,darragh.oconnor629.ie@gmail.com,"19 Dame St, Bray",ire,IE,gen_z,2005-02-10,top_25,130973.43,5238.94,once,37.66,38.14,15.76,25.07,9.92,11.11,1998.13,825.66,1313.4,519.7,582.05
6271,Chloe,Williams,female,chloe.williams583.uk@gmail.com,"58 Victoria Rd, London",uk,GB,boomer,1964-07-10,top_10,4927242.63,61590.53,often,207.15,29.32,9.34,22.13,18.69,20.52,18058.34,5752.56,13629.98,11511.27,12638.38
6272,Elizabeth,Davis,female,elizabeth.davis414.us@gmail.com,"169 Park Ave, Philadelphia",usa,US,boomer,1953-02-27,top_10,5603030.67,70037.88,often,240.53,35.38,9.81,17.52,11.5,25.79,24779.4,6870.72,12270.64,8054.36,18062.77
6273,Zhi,Luo,female,zhi.luo844.cn@gmail.com,"85 Wangfujing St, Beijing",china,CN,millennial,1987-09-11,bottom_50,48683.63,4868.36,always,9.85,76.9,10.16,9.33,3.61,0.0,3743.77,494.63,454.22,175.75,0.0
6274,James,Lewis,male,james.lewis385.uk@gmail.com,"94 Kings Rd, Liverpool",uk,GB,gen_z,2005-12-11,top_25,81266.95,3250.68,often,46.52,39.55,14.48,26.13,9.29,10.55,1285.64,470.7,849.4,301.99,342.95
6275,Hui,Guo,female,hui.guo536.cn@gmail.com,"24 Dongfeng Rd, Suzhou",china,CN,millennial,1987-09-09,top_25,74424.14,2976.97,once,24.15,49.04,17.16,13.55,8.04,12.21,1459.91,510.85,403.38,239.35,363.49
6276,James,Jackson,male,james.jackson476.us@gmail.com,"38 Elm St, San Antonio",usa,US,boomer,1948-05-22,top_25,2607769.45,104310.78,always,87.39,43.82,3.91,20.69,12.72,18.86,45708.98,4078.55,21581.9,13268.33,19673.01
6277,Margaret,Davis,female,margaret.davis576.us@gmail.com,"160 Cedar Ln, Dallas",usa,US,millennial,1988-12-08,bottom_50,58091.66,5809.17,once,12.27,80.85,5.89,10.25,3.01,0.0,4696.71,342.16,595.44,174.86,0.0
6278,Ingrid,Jonsson,female,ingrid.jonsson130.se@gmail.com,"79 Storgatan, Orebro",swe,SE,gen_z,2003-06-14,bottom_50,1160.17,116.02,once,18.9,71.59,12.85,14.41,1.15,0.0,83.06,14.91,16.72,1.33,0.0
6279,Marine,Dubois,female,marine.dubois807.fr@gmail.com,"65 Rue de la Paix, Paris",fr,FR,millennial,1982-08-24,bottom_50,10658.61,1065.86,once,14.96,74.28,6.78,13.37,5.57,0.0,791.72,72.27,142.51,59.37,0.0
6280,Linda,Garcia,female,linda.garcia951.us@gmail.com,"37 Lake Dr, San Diego",usa,US,boomer,1948-06-07,top_25,1641801.57,65672.06,often,56.44,39.54,3.67,21.81,17.22,17.76,25966.73,2410.16,14323.08,11308.73,11663.36
6281,Ronan,Murphy,male,ronan.murphy534.ie@gmail.com,"8 Fitzwilliam Sq, Swords",ire,IE,millennial,1984-03-25,top_25,469792.85,18791.71,always,57.07,43.35,9.11,19.98,15.05,12.51,8146.21,1711.92,3754.58,2828.15,2350.84
6282,Richard,Thomas,male,richard.thomas697.us@gmail.com,"185 Park Ave, Chicago",usa,US,millennial,1987-11-02,top_10,2378766.02,29734.58,always,110.41,28.84,16.02,24.46,10.74,19.94,8575.45,4763.48,7273.08,3193.49,5929.08
6283,Yi,Lin,male,yi.lin428.cn@gmail.com,"113 Renmin Rd, Shenzhen",china,CN,millennial,1992-06-15,bottom_50,37296.59,3729.66,often,6.55,81.62,9.02,8.6,0.76,0.0,3044.15,336.42,320.75,28.35,0.0
6284,Filip,Lindstrom,male,filip.lindstrom349.se@gmail.com,"32 Odengatan, Stockholm",swe,SE,boomer,1962-10-19,top_1,10092233.7,50461.17,always,704.41,19.01,9.27,21.85,13.76,36.11,9592.67,4677.75,11025.77,6943.46,18221.53
6285,Jun,Li,male,jun.li604.cn@gmail.com,"117 Changan Ave, Guangzhou",china,CN,millennial,1982-08-13,bottom_50,55293.98,5529.4,often,4.03,77.39,10.54,7.42,4.65,0.0,4279.2,582.8,410.28,257.12,0.0
6286,Anton,Lindstrom,male,anton.lindstrom865.se@gmail.com,"59 Drottninggatan, Gothenburg",swe,SE,gen_z,2007-12-14,bottom_50,78.28,7.83,always,11.17,69.8,11.93,16.86,1.41,0.0,5.47,0.93,1.32,0.11,0.0
6287,Lisa,Wilson,female,lisa.wilson752.us@gmail.com,"55 River Rd, Houston",usa,US,gen_z,2002-07-23,top_10,471259.9,5890.75,always,292.71,31.69,16.61,21.44,11.18,19.08,1866.78,978.45,1262.98,658.59,1123.96
6288,Lisa,Jackson,female,lisa.jackson959.us@gmail.com,"88 Oak Ave, Los Angeles",usa,US,millennial,1983-03-14,top_25,418470.06,16738.8,once,69.05,40.88,12.35,20.86,4.04,21.87,6842.82,2067.24,3491.71,676.25,3660.78
6289,Kimberly,Anderson,female,kimberly.anderson413.us@gmail.com,"14 Pine Rd, Houston",usa,US,millennial,1996-01-09,top_25,453738.06,18149.52,always,48.59,37.09,12.94,26.36,11.12,12.49,6731.66,2348.55,4784.21,2018.23,2266.88
6290,Li,Liu,female,li.liu83.cn@gmail.com,"184 Huaihai Rd, Shenzhen",china,CN,gen_z,2001-11-11,top_10,676377.84,8454.72,always,103.33,32.97,22.19,22.61,8.88,13.35,2787.52,1876.1,1911.61,750.78,1128.71
6291,Joseph,Jackson,male,joseph.jackson829.us@gmail.com,"10 Pine Rd, San Jose",usa,US,millennial,1993-06-16,top_1,7090910.74,35454.55,often,881.17,26.1,3.42,16.78,23.7,30.0,9253.64,1212.55,5949.27,8402.73,10636.36
6292,Linda,Thompson,female,linda.thompson491.us@gmail.com,"42 Park Ave, Chicago",usa,US,millennial,1990-07-17,top_25,202897.21,8115.89,sometimes,59.85,52.43,11.4,13.09,9.12,13.96,4255.16,925.21,1062.37,740.17,1132.98
6293,Yan,Zhao,female,yan.zhao633.cn@gmail.com,"179 Xinhua St, Xi'an",china,CN,gen_z,1997-05-21,top_25,232140.49,9285.62,sometimes,26.58,43.35,13.17,21.87,9.35,12.26,4025.32,1222.92,2030.77,868.21,1138.42
6294,Lei,Li,male,lei.li176.cn@gmail.com,"24 Dongfeng Rd, Beijing",china,CN,gen_z,2005-09-22,top_25,130412.97,5216.52,often,36.02,49.22,17.68,21.44,4.11,7.55,2567.57,922.28,1118.42,214.4,393.85
6295,Lily,Evans,female,lily.evans119.uk@gmail.com,"28 Station Rd, Bristol",uk,GB,millennial,1982-01-12,bottom_50,39215.45,3921.54,once,10.08,73.01,7.3,9.65,10.04,0.0,2863.12,286.27,378.43,393.72,0.0
6296,Johan,Karlsson,male,johan.karlsson437.se@gmail.com,"196 Drottninggatan, Orebro",swe,SE,gen_z,2000-09-28,top_10,25482.28,318.53,often,193.96,20.1,13.92,28.44,18.06,19.48,64.02,44.34,90.59,57.53,62.05
6297,Sarah,Williams,female,sarah.williams208.us@gmail.com,"13 Pine Rd, Houston",usa,US,boomer,1963-06-06,top_25,1577815.41,63112.62,once,78.36,52.11,4.18,17.57,10.42,15.72,32887.99,2638.11,11088.89,6576.34,9921.3
6298,Jennifer,Martinez,female,jennifer.martinez925.us@gmail.com,"62 River Rd, Los Angeles",usa,US,boomer,1957-06-28,bottom_50,753051.42,75305.14,always,22.23,78.02,0.9,10.27,10.81,0.0,58753.07,677.75,7733.84,8140.49,0.0
6299,Manon,Bernard,female,manon.bernard829.fr@gmail.com,"103 Boulevard Saint-Germain, Nantes",fr,FR,millennial,1987-02-14,top_25,203100.55,8124.02,sometimes,50.2,54.45,6.88,21.8,6.65,10.22,4423.53,558.93,1771.04,540.25,830.27
6300,Ella,Watson,female,ella.watson274.uk@gmail.com,"142 Victoria Rd, Liverpool",uk,GB,boomer,1951-10-03,bottom_50,384.88,38.49,sometimes,13.64,76.64,3.41,11.29,8.66,0.0,29.5,1.31,4.35,3.33,0.0
6301,Li,Lin,female,li.lin682.cn@gmail.com,"191 Wangfujing St, Xi'an",china,CN,boomer,1954-10-25,bottom_50,57603.14,5760.31,sometimes,6.36,84.23,5.64,3.5,6.63,0.0,4851.91,324.88,201.61,381.91,0.0
6302,Jennifer,Moore,female,jennifer.moore3.us@gmail.com,"191 Maple Dr, Dallas",usa,US,gen_z,1999-01-15,bottom_50,33380.54,3338.05,often,10.46,71.45,9.93,14.12,4.5,0.0,2385.04,331.47,471.33,150.21,0.0
6303,Richard,Taylor,male,richard.taylor554.us@gmail.com,"67 River Rd, San Jose",usa,US,gen_z,1997-01-06,top_25,183925.4,7357.02,often,76.8,49.66,10.74,23.32,5.16,11.12,3653.5,790.14,1715.66,379.62,818.1
6304,Ailbhe,Byrne,female,ailbhe.byrne76.ie@gmail.com,"59 O'Connell St, Dundalk",ire,IE,millennial,1995-04-07,bottom_50,244561.0,24456.1,once,20.14,78.28,4.86,10.56,6.3,0.0,19144.24,1188.57,2582.56,1540.73,0.0
6305,Aurelie,Michel,female,aurelie.michel145.fr@gmail.com,"7 Rue Saint-Honore, Nantes",fr,FR,millennial,1992-02-25,bottom_50,8258.87,825.89,often,14.42,81.49,1.02,11.88,5.61,0.0,673.02,8.42,98.12,46.33,0.0
6306,James,Smith,male,james.smith54.uk@gmail.com,"98 Kings Rd, Bristol",uk,GB,millennial,1988-11-24,top_25,342385.11,13695.4,always,49.34,49.28,8.52,23.5,8.22,10.48,6749.09,1166.85,3218.42,1125.76,1435.28
6307,Hui,Yang,female,hui.yang415.cn@gmail.com,"39 Renmin Rd, Nanjing",china,CN,gen_z,2001-08-25,bottom_50,104831.7,10483.17,sometimes,4.43,74.2,13.01,12.31,0.48,0.0,7778.51,1363.86,1290.48,50.32,0.0
6308,Peng,Zhao,male,peng.zhao277.cn@gmail.com,"49 Dongfeng Rd, Shanghai",china,CN,millennial,1994-11-25,top_10,199567.87,2494.6,always,88.45,37.93,15.99,19.42,16.42,10.24,946.2,398.89,484.45,409.61,255.45
6309,Erik,Svensson,male,erik.svensson998.se@gmail.com,"165 Storgatan, Norrkoping",swe,SE,boomer,1952-07-19,bottom_50,184782.09,18478.21,once,13.76,79.07,2.83,11.58,6.52,0.0,14610.72,522.93,2139.78,1204.78,0.0
6310,Anthony,Miller,male,anthony.miller595.us@gmail.com,"44 Lake Dr, Houston",usa,US,millennial,1993-11-24,top_25,237905.92,9516.24,often,42.83,46.2,8.51,23.96,9.71,11.62,4396.5,809.83,2280.09,924.03,1105.79
6311,Jun,Yang,male,jun.yang251.cn@gmail.com,"75 Zhongshan Ave, Chengdu",china,CN,gen_z,1997-11-15,bottom_50,45403.19,4540.32,sometimes,4.6,74.81,12.13,12.19,0.87,0.0,3396.61,550.74,553.47,39.5,0.0
6312,Baptiste,Garcia,male,baptiste.garcia856.fr@gmail.com,"165 Rue de Passy, Toulouse",fr,FR,millennial,1987-11-19,bottom_50,50810.03,5081.0,once,12.81,82.47,4.94,8.98,3.61,0.0,4190.3,251.0,456.27,183.42,0.0
6313,Emily,Johnson,female,emily.johnson649.us@gmail.com,"6 Hill St, Houston",usa,US,gen_z,1998-05-11,bottom_50,10259.95,1026.0,once,12.14,76.34,6.94,13.07,3.65,0.0,783.25,71.2,134.1,37.45,0.0
6314,Lan,Ma,female,lan.ma666.cn@gmail.com,"42 Wangfujing St, Wuhan",china,CN,gen_z,2008-12-23,top_10,643125.89,8039.07,sometimes,112.56,34.48,22.65,26.82,9.22,6.83,2771.87,1820.85,2156.08,741.2,549.07
6315,Liam,O'Neill,male,liam.oneill740.ie@gmail.com,"60 O'Connell St, Drogheda",ire,IE,gen_z,1998-01-28,top_1,396983.91,1984.92,always,1085.16,17.37,17.48,26.89,7.71,30.55,344.78,346.96,533.74,153.04,606.39
6316,Li,Zhao,female,li.zhao216.cn@gmail.com,"50 Zhongshan Ave, Wuhan",china,CN,gen_z,1999-08-20,top_1,1539070.93,7695.35,always,489.96,18.18,18.95,22.45,4.27,36.15,1399.01,1458.27,1727.61,328.59,2781.87
6317,Dorothy,Garcia,female,dorothy.garcia374.us@gmail.com,"139 Elm St, Dallas",usa,US,millennial,1984-11-18,bottom_50,1311.49,131.15,sometimes,9.94,79.89,3.72,11.29,5.1,0.0,104.78,4.88,14.81,6.69,0.0
6318,Mark,Smith,male,mark.smith856.us@gmail.com,"191 Hill St, New York",usa,US,millennial,1985-08-13,bottom_50,128434.49,12843.45,sometimes,10.63,75.98,6.83,12.1,5.09,0.0,9758.45,877.21,1554.06,653.73,0.0
6319,James,Lewis,male,james.lewis512.uk@gmail.com,"27 Church Rd, Birmingham",uk,GB,millennial,1991-09-28,bottom_50,268572.69,26857.27,once,16.11,75.18,4.78,14.24,5.8,0.0,20191.3,1283.78,3824.48,1557.72,0.0
6320,Ella,Wood,female,ella.wood4.uk@gmail.com,"128 Church Rd, Sheffield",uk,GB,gen_z,1997-03-19,top_10,195009.6,2437.62,always,216.05,24.86,14.71,22.86,14.19,23.38,605.99,358.57,557.24,345.9,569.92
6321,Li,Xu,female,li.xu186.cn@gmail.com,"140 Huaihai Rd, Xi'an",china,CN,millennial,1995-04-03,bottom_50,43476.93,4347.69,sometimes,5.67,78.05,13.59,4.88,3.48,0.0,3393.37,590.85,212.17,151.3,0.0
6322,Peng,Chen,male,peng.chen59.cn@gmail.com,"21 Nanjing Rd, Guangzhou",china,CN,gen_z,2001-05-23,top_1,920747.54,4603.74,sometimes,359.91,15.11,19.83,24.16,12.98,27.92,695.63,912.92,1112.26,597.57,1285.36
6323,Aidan,Murray,male,aidan.murray582.ie@gmail.com,"65 Grafton St, Drogheda",ire,IE,millennial,1983-07-28,top_10,952368.92,11904.61,often,127.49,29.15,18.24,24.13,9.06,19.42,3470.19,2171.4,2872.58,1078.56,2311.88
6324,Donald,Martin,male,donald.martin564.us@gmail.com,"133 Elm St, Los Angeles",usa,US,millennial,1988-04-06,bottom_50,66665.54,6666.55,often,7.42,80.62,3.0,10.61,5.77,0.0,5374.57,200.0,707.32,384.66,0.0
6325,Qian,Wu,female,qian.wu262.cn@gmail.com,"58 Xinhua St, Shenzhen",china,CN,gen_z,2008-03-13,top_25,202885.66,8115.43,always,34.84,35.39,23.12,22.78,10.03,8.68,2872.05,1876.29,1848.69,813.98,704.42
6326,Xia,Wu,female,xia.wu402.cn@gmail.com,"122 Renmin Rd, Chengdu",china,CN,boomer,1952-05-08,top_1,1018292.17,5091.46,once,345.22,23.28,12.08,14.0,13.11,37.53,1185.29,615.05,712.8,667.49,1910.82
6327,Cormac,Doyle,male,cormac.doyle242.ie@gmail.com,"113 Baggot St, Kilkenny",ire,IE,gen_z,2005-10-26,top_10,237248.31,2965.6,often,186.2,33.88,15.3,25.47,21.05,4.3,1004.75,453.74,755.34,624.26,127.52
6328,Rong,Chen,female,rong.chen997.cn@gmail.com,"37 Renmin Rd, Hangzhou",china,CN,boomer,1948-07-25,top_25,122252.31,4890.09,sometimes,30.65,46.78,10.33,16.55,13.8,12.54,2287.58,505.15,809.31,674.83,613.22
6329,Ruby,Evans,female,ruby.evans8.uk@gmail.com,"12 High St, Liverpool",uk,GB,gen_z,2003-04-17,bottom_50,46117.32,4611.73,sometimes,16.12,74.92,8.63,15.48,0.97,0.0,3455.11,397.99,713.9,44.73,0.0
6330,Lisa,Lopez,female,lisa.lopez100.us@gmail.com,"82 Lake Dr, San Antonio",usa,US,millennial,1994-10-13,top_10,1724207.6,21552.6,sometimes,269.77,31.16,16.95,23.12,13.21,15.56,6715.79,3653.17,4982.96,2847.1,3353.58
6331,Thomas,Smith,male,thomas.smith68.us@gmail.com,"176 Cedar Ln, Phoenix",usa,US,gen_z,2007-02-21,bottom_50,2318.12,231.81,once,8.39,71.94,10.19,12.36,5.51,0.0,166.76,23.62,28.65,12.77,0.0
6332,Liam,Walsh,male,liam.walsh486.ie@gmail.com,"136 Merrion Sq, Waterford",ire,IE,boomer,1962-02-18,bottom_50,729988.61,72998.86,sometimes,15.66,75.35,4.86,10.94,8.85,0.0,55004.64,3547.74,7986.08,6460.4,0.0
6333,Per,Hansson,male,per.hansson21.se@gmail.com,"13 Drottninggatan, Gothenburg",swe,SE,millennial,1984-02-28,bottom_50,84837.98,8483.8,sometimes,20.82,73.26,8.97,10.9,6.87,0.0,6215.23,761.0,924.73,582.84,0.0
6334,Amelie,Bertrand,female,amelie.bertrand632.fr@gmail.com,"97 Rue de Rivoli, Nice",fr,FR,millennial,1986-12-08,top_1,2421885.76,12109.43,often,447.58,17.82,11.64,24.04,15.65,30.85,2157.9,1409.54,2911.11,1895.13,3735.76
6335,Kimberly,Davis,female,kimberly.davis312.us@gmail.com,"37 Maple Dr, Philadelphia",usa,US,millennial,1986-01-10,bottom_50,133238.19,13323.82,sometimes,10.46,76.49,3.07,14.47,5.97,0.0,10191.39,409.04,1927.96,795.43,0.0
6336,David,Brown,male,david.brown667.us@gmail.com,"116 Pine Rd, Houston",usa,US,gen_z,1999-11-26,top_10,232336.53,2904.21,always,272.03,30.58,12.92,24.89,13.74,17.87,888.11,375.22,722.86,399.04,518.98
6337,Michel,Fournier,male,michel.fournier146.fr@gmail.com,"174 Rue de la Paix, Toulouse",fr,FR,boomer,1956-04-23,bottom_50,48455.53,4845.55,once,11.82,78.64,1.81,10.9,8.65,0.0,3810.54,87.7,528.16,419.14,0.0
6338,Baptiste,Thomas,male,baptiste.thomas40.fr@gmail.com,"49 Rue Nationale, Nantes",fr,FR,millennial,1989-01-09,bottom_50,139866.65,13986.66,sometimes,14.41,80.0,8.18,6.68,5.14,0.0,11189.33,1144.11,934.31,718.91,0.0
6339,Thomas,Durand,male,thomas.durand315.fr@gmail.com,"123 Avenue Montaigne, Marseille",fr,FR,millennial,1990-09-14,bottom_50,87352.92,8735.29,sometimes,5.91,81.78,6.45,10.76,1.01,0.0,7143.72,563.43,939.92,88.23,0.0
6340,Susan,Smith,female,susan.smith773.us@gmail.com,"10 Hill St, San Diego",usa,US,gen_z,2000-08-20,top_10,226788.94,2834.86,often,270.3,27.19,14.74,23.43,6.31,28.33,770.8,417.86,664.21,178.88,803.12
6341,Ming,Zhou,male,ming.zhou183.cn@gmail.com,"26 Renmin Rd, Chengdu",china,CN,gen_z,2002-07-28,bottom_50,78666.79,7866.68,once,9.57,75.65,12.95,10.73,0.67,0.0,5951.14,1018.74,844.09,52.71,0.0
6342,Ying,Huang,female,ying.huang666.cn@gmail.com,"33 Wangfujing St, Chengdu",china,CN,millennial,1988-11-17,bottom_50,63512.15,6351.22,often,7.24,75.34,8.75,11.09,4.82,0.0,4785.01,555.73,704.35,306.13,0.0
6343,Julien,Petit,male,julien.petit146.fr@gmail.com,"1 Rue de Passy, Nantes",fr,FR,boomer,1957-12-26,bottom_50,80915.29,8091.53,sometimes,18.44,83.12,0.8,10.24,5.84,0.0,6725.68,64.73,828.57,472.55,0.0
6344,Archie,Harris,male,archie.harris379.uk@gmail.com,"158 Manor Rd, Manchester",uk,GB,gen_z,1999-11-17,bottom_50,24825.19,2482.52,sometimes,17.86,71.37,7.42,20.31,0.9,0.0,1771.77,184.2,504.2,22.34,0.0
6345,Linda,Miller,female,linda.miller823.us@gmail.com,"144 Cedar Ln, Philadelphia",usa,US,millennial,1982-12-02,top_25,195387.12,7815.48,always,61.1,51.33,9.78,20.14,5.92,12.83,4011.69,764.35,1574.04,462.68,1002.73
6346,Mark,Taylor,male,mark.taylor861.us@gmail.com,"18 Elm St, San Diego",usa,US,millennial,1985-03-25,bottom_50,163794.89,16379.49,often,19.99,78.56,5.86,11.57,4.01,0.0,12867.73,959.84,1895.11,656.82,0.0
6347,Ashley,Williams,female,ashley.williams572.us@gmail.com,"159 Hill St, San Diego",usa,US,boomer,1948-02-16,top_1,30943638.47,154718.19,once,659.71,19.36,2.66,19.37,18.61,40.0,29953.44,4115.5,29968.91,28793.06,61887.28
6348,Rui,Sun,male,rui.sun130.cn@gmail.com,"92 Renmin Rd, Chengdu",china,CN,millennial,1989-09-24,top_25,140587.53,5623.5,sometimes,36.24,46.72,11.36,22.03,9.34,10.55,2627.3,638.83,1238.86,525.23,593.28
6349,Louis,Fournier,male,louis.fournier139.fr@gmail.com,"71 Rue de Rivoli, Nice",fr,FR,gen_z,2001-12-20,bottom_50,3637.9,363.79,always,20.04,78.32,9.53,8.49,3.66,0.0,284.92,34.67,30.89,13.31,0.0
6350,Hui,Ma,female,hui.ma89.cn@gmail.com,"4 Jiefang Rd, Shanghai",china,CN,boomer,1959-02-14,top_25,211578.36,8463.13,sometimes,15.02,42.91,12.72,17.83,11.52,15.02,3631.53,1076.51,1508.98,974.95,1271.16
6351,Donna,Jackson,female,donna.jackson32.us@gmail.com,"172 Pine Rd, Dallas",usa,US,boomer,1957-02-06,bottom_50,1061953.79,106195.38,often,15.45,74.88,1.27,14.58,9.27,0.0,79519.1,1348.68,15483.29,9844.31,0.0
6352,Patrik,Andersson,male,patrik.andersson315.se@gmail.com,"24 Sveavagen, Helsingborg",swe,SE,gen_z,2008-09-06,bottom_50,673.87,67.39,often,20.8,71.21,11.56,13.8,3.43,0.0,47.99,7.79,9.3,2.31,0.0
6353,Elizabeth,Williams,female,elizabeth.williams34.us@gmail.com,"198 Cedar Ln, Philadelphia",usa,US,millennial,1985-01-03,bottom_50,119301.45,11930.15,sometimes,20.95,80.43,4.14,9.77,5.66,0.0,9595.42,493.91,1165.58,675.25,0.0
6354,Lina,Persson,female,lina.persson122.se@gmail.com,"115 Karlavagen, Uppsala",swe,SE,boomer,1961-10-23,top_25,1148186.51,45927.46,sometimes,62.94,42.01,6.17,18.27,16.56,16.99,19294.13,2833.72,8390.95,7605.59,7803.08
6355,Hui,Chen,male,hui.chen237.cn@gmail.com,"94 Huaihai Rd, Xi'an",china,CN,boomer,1947-08-04,top_25,163929.0,6557.16,often,23.61,44.77,6.49,19.34,9.01,20.39,2935.64,425.56,1268.15,590.8,1337.0
