id,first_name,last_name,gender,email,address,country,generation,wealth_tier,net_worth_usd,monthly_income_usd,internet_frequency,monthly_internet_spend_usd,food_living_pct,tech_pct,lifestyle_pct,travel_pct,investment_pct,food_living_usd,tech_usd,lifestyle_usd,travel_usd,investment_usd
4218,Fang,Lin,female,fang.lin344.cn@gmail.com,"39 Wangfujing St, Shenzhen",china,gen_z,top_1,1697616.61,8488.08,always,538.07,22.49,15.52,21.43,5.99,34.57,1908.97,1317.35,1819.0,508.44,2934.33
4219,Leo,Watson,male,leo.watson554.uk@gmail.com,"123 High St, Leeds",uk,gen_z,bottom_50,42080.46,4208.05,often,17.88,75.39,9.62,13.92,1.07,0.0,3172.45,404.81,585.76,45.03,0.0
4220,Darragh,McLoughlin,male,darragh.mcloughlin238.ie@gmail.com,"171 Merrion Sq, Kilkenny",ire,gen_z,bottom_50,23348.94,2334.89,once,15.84,74.43,10.3,13.31,1.96,0.0,1737.86,240.49,310.77,45.76,0.0
4221,Xin,Li,male,xin.li150.cn@gmail.com,"37 Huaihai Rd, Chengdu",china,boomer,bottom_50,98189.41,9818.94,sometimes,5.02,83.56,5.5,6.03,4.91,0.0,8204.71,540.04,592.08,482.11,0.0
4222,Michael,Taylor,male,michael.taylor492.us@gmail.com,"34 Lake Dr, Phoenix",usa,millennial,bottom_50,123878.34,12387.83,sometimes,10.66,79.9,7.5,9.23,3.37,0.0,9897.88,929.09,1143.4,417.47,0.0
4223,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,millennial,top_25,111701.27,4468.05,sometimes,63.28,33.6,20.49,18.21,8.24,19.46,1501.26,915.5,813.63,368.17,869.48
4224,Mary,Hernandez,female,mary.hernandez56.us@gmail.com,"6 Lake Dr, Los Angeles",usa,boomer,top_25,2472591.12,98903.64,sometimes,33.16,50.88,1.71,19.04,16.56,11.81,50322.17,1691.25,18831.25,16378.44,11680.52
4225,Jian,Huang,male,jian.huang549.cn@gmail.com,"26 Huaihai Rd, Suzhou",china,gen_z,bottom_50,17185.18,1718.52,sometimes,8.16,71.6,10.23,14.84,3.33,0.0,1230.46,175.8,255.03,57.23,0.0
4226,Lisa,Martinez,female,lisa.martinez61.us@gmail.com,"109 River Rd, Los Angeles",usa,gen_z,top_25,44998.98,1799.96,once,54.13,57.63,15.25,18.64,0.64,7.84,1037.32,274.49,335.51,11.52,141.12
4227,Hao,Luo,male,hao.luo495.cn@gmail.com,"83 Jiefang Rd, Xi'an",china,boomer,top_25,144641.09,5785.64,once,17.1,40.37,11.68,18.58,8.3,21.07,2335.66,675.76,1074.97,480.21,1219.03
4228,Betty,Davis,female,betty.davis914.us@gmail.com,"21 Hill St, San Jose",usa,gen_z,bottom_50,15250.43,1525.04,sometimes,18.41,74.59,7.99,14.93,2.49,0.0,1137.53,121.85,227.69,37.97,0.0
4229,Karin,Jakobsson,female,karin.jakobsson456.se@gmail.com,"40 Sveavagen, Helsingborg",swe,gen_z,top_25,16864.57,674.58,once,57.31,26.78,18.43,33.37,10.1,11.32,180.65,124.33,225.11,68.13,76.36
4230,Jessica,Robinson,female,jessica.robinson48.uk@gmail.com,"179 Victoria Rd, Edinburgh",uk,millennial,bottom_50,18753.03,1875.3,always,18.25,76.62,7.8,10.28,5.3,0.0,1436.85,146.27,192.78,99.39,0.0
4231,Yi,Xu,male,yi.xu112.cn@gmail.com,"186 Renmin Rd, Guangzhou",china,gen_z,top_10,576436.55,7205.46,often,110.14,30.44,24.82,25.57,9.17,10.0,2193.34,1788.4,1842.44,660.74,720.55
4232,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,fr,millennial,bottom_50,157721.63,15772.16,sometimes,11.4,85.48,6.38,4.47,3.67,0.0,13482.04,1006.26,705.02,578.84,0.0
4233,Paul,Thomas,male,paul.thomas710.us@gmail.com,"199 Oak Ave, Philadelphia",usa,gen_z,top_25,176523.25,7060.93,often,74.39,44.91,12.01,21.93,8.66,12.49,3171.06,848.02,1548.46,611.48,881.91
4234,Barbara,Thompson,female,barbara.thompson457.us@gmail.com,"124 Oak Ave, Phoenix",usa,millennial,top_10,932634.32,11657.93,often,167.6,29.3,16.98,28.05,11.91,13.76,3415.77,1979.52,3270.05,1388.46,1604.13
4235,Clement,Thomas,male,clement.thomas72.fr@gmail.com,"118 Rue de Passy, Lille",fr,gen_z,bottom_50,24372.77,2437.28,often,6.73,75.99,6.85,12.71,4.45,0.0,1852.09,166.95,309.78,108.46,0.0
4236,Kristina,Nilsson,female,kristina.nilsson164.se@gmail.com,"193 Birger Jarlsgatan, Gothenburg",swe,gen_z,top_1,116286.83,581.43,sometimes,686.46,14.52,13.42,28.16,12.97,30.93,84.42,78.03,163.73,75.41,179.84
4237,Mary,Garcia,female,mary.garcia773.us@gmail.com,"159 Lake Dr, Los Angeles",usa,millennial,top_10,1471963.38,18399.54,once,322.32,27.73,20.64,17.43,15.38,18.82,5102.19,3797.67,3207.04,2829.85,3462.79
4238,Matthew,Williams,male,matthew.williams347.us@gmail.com,"166 Main St, Phoenix",usa,millennial,top_25,315947.22,12637.89,sometimes,64.72,42.74,14.27,22.14,9.2,11.65,5401.43,1803.43,2798.03,1162.69,1472.31
4239,Mia,Davies,female,mia.davies175.uk@gmail.com,"144 Church Rd, Edinburgh",uk,millennial,bottom_50,147964.38,14796.44,once,25.7,79.91,3.35,11.24,5.5,0.0,11823.84,495.68,1663.12,813.8,0.0
4240,Kristina,Olsson,female,kristina.olsson954.se@gmail.com,"126 Storgatan, Linkoping",swe,boomer,top_1,9682575.7,48412.88,often,839.32,10.5,14.18,16.97,23.43,34.92,5083.35,6864.95,8215.67,11343.14,16905.78
4241,Scarlett,Evans,female,scarlett.evans92.uk@gmail.com,"5 Green Lane, London",uk,gen_z,bottom_50,42437.9,4243.79,sometimes,17.08,74.31,9.97,15.12,0.6,0.0,3153.56,423.11,641.66,25.46,0.0
4242,Evie,Williams,female,evie.williams290.uk@gmail.com,"2 Mill Lane, Leeds",uk,millennial,bottom_50,277973.69,27797.37,once,5.54,75.38,4.95,12.06,7.61,0.0,20953.66,1375.97,3352.36,2115.38,0.0
4243,Harry,Roberts,male,harry.roberts221.uk@gmail.com,"89 Kings Rd, Glasgow",uk,gen_z,top_25,111381.82,4455.27,sometimes,65.76,38.62,11.58,26.11,6.76,16.93,1720.63,515.92,1163.27,301.18,754.28
4244,Long,Zhou,male,long.zhou252.cn@gmail.com,"199 Changan Ave, Hangzhou",china,boomer,top_25,139166.12,5566.64,once,17.01,52.24,9.45,14.68,9.36,14.27,2908.01,526.05,817.18,521.04,794.36
4245,Li,Ma,female,li.ma711.cn@gmail.com,"23 Nanjing Rd, Shanghai",china,gen_z,bottom_50,90614.44,9061.44,sometimes,7.21,74.06,12.29,12.83,0.82,0.0,6710.9,1113.65,1162.58,74.3,0.0
4246,Nancy,Smith,female,nancy.smith676.us@gmail.com,"112 River Rd, New York",usa,gen_z,bottom_50,15646.08,1564.61,sometimes,12.99,77.07,8.7,11.99,2.24,0.0,1205.84,136.12,187.6,35.05,0.0
4247,William,Brown,male,william.brown120.us@gmail.com,"176 Park Ave, Dallas",usa,boomer,top_10,3480983.51,43512.29,once,137.2,32.13,11.33,20.82,17.7,18.02,13980.5,4929.94,9059.26,7701.68,7840.91
4248,Dorothy,Lopez,female,dorothy.lopez926.us@gmail.com,"101 River Rd, New York",usa,boomer,bottom_50,307387.99,30738.8,sometimes,17.97,84.42,0.93,2.52,12.13,0.0,25949.69,285.87,774.62,3728.62,0.0
4249,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,gen_z,bottom_50,44326.06,4432.61,sometimes,8.98,75.69,5.7,16.8,1.81,0.0,3355.04,252.66,744.68,80.23,0.0
4250,William,Moore,male,william.moore937.us@gmail.com,"162 Hill St, San Diego",usa,gen_z,bottom_50,23457.28,2345.73,sometimes,10.75,70.75,8.4,16.97,3.88,0.0,1659.6,197.04,398.07,91.01,0.0
4251,Shan,Guo,female,shan.guo875.cn@gmail.com,"3 Xinhua St, Chengdu",china,millennial,bottom_50,26429.55,2642.95,always,8.29,75.16,13.35,9.09,2.4,0.0,1986.44,352.83,240.24,63.43,0.0
4252,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,ire,millennial,top_25,573023.18,22920.93,once,56.65,37.99,12.33,27.12,10.46,12.1,8707.66,2826.15,6216.16,2397.53,2773.43
4253,Emily,Martin,female,emily.martin210.us@gmail.com,"143 Hill St, New York",usa,gen_z,top_10,614771.51,7684.64,once,180.81,33.54,16.94,22.56,10.54,16.42,2577.43,1301.78,1733.65,809.96,1261.82
4254,Fang,Wang,female,fang.wang339.cn@gmail.com,"85 Jiefang Rd, Beijing",china,gen_z,top_10,595622.41,7445.28,always,71.75,36.04,22.12,21.64,10.57,9.63,2683.28,1646.9,1611.16,786.97,716.98
4255,Xue,Zhou,female,xue.zhou696.cn@gmail.com,"147 Xinhua St, Beijing",china,gen_z,top_1,1018226.66,5091.13,always,551.64,16.97,16.26,24.63,8.68,33.46,863.96,827.82,1253.95,441.91,1703.49
4256,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,millennial,bottom_50,15667.38,1566.74,sometimes,14.39,77.15,9.27,8.99,4.59,0.0,1208.74,145.24,140.85,71.91,0.0
4257,Mary,Williams,female,mary.williams764.us@gmail.com,"131 Elm St, Houston",usa,gen_z,top_25,126434.87,5057.39,sometimes,65.44,39.8,10.81,30.4,6.84,12.15,2012.84,546.7,1537.45,345.93,614.47
4258,Freya,Thompson,female,freya.thompson160.uk@gmail.com,"143 Station Rd, Leicester",uk,boomer,bottom_50,916170.27,91617.03,sometimes,12.86,78.31,4.36,10.02,7.31,0.0,71745.3,3994.5,9180.03,6697.2,0.0
4259,Dorothy,Garcia,female,dorothy.garcia345.us@gmail.com,"153 Main St, Los Angeles",usa,millennial,top_25,222469.03,8898.76,once,47.99,34.58,12.65,22.33,12.49,17.95,3077.19,1125.69,1987.09,1111.46,1597.33
4260,Shan,Wang,female,shan.wang215.cn@gmail.com,"5 Renmin Rd, Hangzhou",china,millennial,top_25,114595.51,4583.82,sometimes,30.5,44.51,14.65,18.83,7.79,14.22,2040.26,671.53,863.13,357.08,651.82
4261,Lea,Garcia,female,lea.garcia680.fr@gmail.com,"101 Rue Saint-Honore, Nantes",fr,millennial,top_25,248488.34,9939.53,always,53.41,46.95,12.24,16.94,13.21,10.66,4666.61,1216.6,1683.76,1313.01,1059.55
4262,Jessica,Johnson,female,jessica.johnson166.uk@gmail.com,"4 Kings Rd, London",uk,gen_z,top_25,61807.27,2472.29,often,51.77,43.3,11.28,26.08,7.06,12.28,1070.5,278.87,644.77,174.54,303.6
4263,Xue,Luo,female,xue.luo206.cn@gmail.com,"120 Huaihai Rd, Suzhou",china,millennial,top_25,124999.76,4999.99,sometimes,23.43,50.13,13.89,16.26,10.96,8.76,2506.49,694.5,813.0,548.0,438.0
4264,Thomas,Watson,male,thomas.watson63.uk@gmail.com,"43 Park Rd, Liverpool",uk,millennial,bottom_50,165683.37,16568.34,once,10.45,71.7,8.6,15.55,4.15,0.0,11879.5,1424.88,2576.38,687.59,0.0
4265,Ingrid,Nilsson,female,ingrid.nilsson954.se@gmail.com,"162 Gotgatan, Vasteras",swe,gen_z,bottom_50,7065.6,706.56,once,10.81,75.51,13.06,7.56,3.87,0.0,533.52,92.28,53.42,27.34,0.0
4266,Jun,Wang,male,jun.wang427.cn@gmail.com,"9 Guanghua Rd, Guangzhou",china,millennial,top_10,347066.41,4338.33,once,76.52,44.16,9.99,14.71,15.78,15.36,1915.81,433.4,638.17,684.59,666.37
4267,Bo,Zhang,male,bo.zhang267.cn@gmail.com,"138 Wangfujing St, Nanjing",china,millennial,bottom_50,1375.58,137.56,sometimes,7.73,75.79,12.26,9.91,2.04,0.0,104.26,16.86,13.63,2.81,0.0
4268,Aoife,McCarthy,female,aoife.mccarthy494.ie@gmail.com,"155 North Circular Rd, Swords",ire,gen_z,top_25,130719.69,5228.79,once,41.0,36.67,13.71,29.04,7.57,13.01,1917.4,716.87,1518.44,395.82,680.27
4269,Patricia,Smith,female,patricia.smith477.us@gmail.com,"176 Elm St, Dallas",usa,boomer,bottom_50,947149.46,94714.95,once,10.92,81.56,3.79,9.3,5.35,0.0,77249.51,3589.7,8808.49,5067.25,0.0
4270,Hugo,Durand,male,hugo.durand20.fr@gmail.com,"108 Rue du Bac, Paris",fr,millennial,bottom_50,79440.84,7944.08,once,11.02,76.42,3.73,10.99,8.86,0.0,6070.87,296.31,873.05,703.85,0.0
4271,Thomas,Evans,male,thomas.evans867.uk@gmail.com,"84 Mill Lane, Edinburgh",uk,millennial,bottom_50,165056.86,16505.69,often,20.66,81.47,1.34,11.67,5.52,0.0,13447.19,221.18,1926.21,911.11,0.0
4272,Muireann,Quinn,female,muireann.quinn406.ie@gmail.com,"156 Fitzwilliam Sq, Cork",ire,boomer,bottom_50,375429.77,37542.98,once,13.03,75.35,3.11,12.93,8.61,0.0,28288.64,1167.59,4854.31,3232.45,0.0
4273,Jing,Luo,female,jing.luo467.cn@gmail.com,"163 Huaihai Rd, Guangzhou",china,gen_z,bottom_50,56310.57,5631.06,sometimes,4.21,78.21,11.41,7.17,3.21,0.0,4404.05,642.5,403.75,180.76,0.0
4274,Andrew,Brown,male,andrew.brown592.us@gmail.com,"172 Pine Rd, Chicago",usa,millennial,top_1,6242423.61,31212.12,often,822.13,28.0,4.37,15.12,17.12,35.39,8739.39,1363.97,4719.27,5343.51,11045.97
4275,Evie,Jones,female,evie.jones225.uk@gmail.com,"6 Victoria Rd, London",uk,gen_z,bottom_50,21252.52,2125.25,sometimes,20.25,76.5,8.36,14.36,0.78,0.0,1625.82,177.67,305.19,16.58,0.0
4276,Oisin,Byrne,male,oisin.byrne458.ie@gmail.com,"82 Dame St, Limerick",ire,gen_z,top_10,269636.66,3370.46,always,163.26,30.06,12.94,28.84,18.97,9.19,1013.16,436.14,972.04,639.38,309.75
4277,Jian,Liu,male,jian.liu877.cn@gmail.com,"82 Wangfujing St, Guangzhou",china,boomer,bottom_50,12894.44,1289.44,once,2.55,79.2,4.78,11.76,4.26,0.0,1021.24,61.64,151.64,54.93,0.0
4278,Yan,Luo,female,yan.luo487.cn@gmail.com,"6 Zhongshan Ave, Chengdu",china,millennial,top_25,87842.13,3513.69,often,27.76,46.03,11.43,24.34,3.86,14.34,1617.35,401.61,855.23,135.63,503.86
4279,Mark,Martinez,male,mark.martinez838.us@gmail.com,"146 Elm St, Los Angeles",usa,millennial,bottom_50,28519.15,2851.91,often,14.99,81.59,4.54,7.47,6.4,0.0,2326.87,129.48,213.04,182.52,0.0
4280,Hugo,Bernard,male,hugo.bernard397.fr@gmail.com,"110 Rue du Bac, Lyon",fr,gen_z,top_25,76609.07,3064.36,sometimes,64.39,41.74,12.43,27.62,9.13,9.08,1279.06,380.9,846.38,279.78,278.24
4281,Hanna,Johansson,female,hanna.johansson564.se@gmail.com,"11 Drottninggatan, Stockholm",swe,boomer,top_25,1057620.22,42304.81,sometimes,63.84,36.94,10.06,14.66,17.42,20.92,15627.4,4255.86,6201.89,7369.5,8850.17
4282,Hanna,Pettersson,female,hanna.pettersson287.se@gmail.com,"78 Gotgatan, Stockholm",swe,millennial,bottom_50,19460.54,1946.05,always,14.44,67.86,12.39,13.07,6.68,0.0,1320.59,241.12,254.35,130.0,0.0
4283,Dorothy,White,female,dorothy.white683.us@gmail.com,"31 Elm St, Chicago",usa,gen_z,top_1,780528.54,3902.64,often,901.42,16.65,16.12,14.09,14.49,38.65,649.79,629.11,549.88,565.49,1508.37
4284,Barbara,Garcia,female,barbara.garcia12.us@gmail.com,"28 Elm St, Philadelphia",usa,gen_z,top_25,51094.04,2043.76,once,50.08,37.05,15.63,22.75,8.31,16.26,757.21,319.44,464.96,169.84,332.32
4285,Ting,Zhou,female,ting.zhou523.cn@gmail.com,"78 Jiefang Rd, Wuhan",china,gen_z,bottom_50,15857.73,1585.77,always,5.25,75.41,13.0,11.09,0.5,0.0,1195.83,206.15,175.86,7.93,0.0
4286,Jun,Luo,male,jun.luo37.cn@gmail.com,"92 Dongfeng Rd, Shenzhen",china,millennial,bottom_50,3305.38,330.54,once,9.85,77.07,11.52,8.74,2.67,0.0,254.75,38.08,28.89,8.83,0.0
4287,William,Robinson,male,william.robinson415.uk@gmail.com,"60 High St, Manchester",uk,millennial,bottom_50,139908.29,13990.83,always,17.49,78.28,7.82,11.17,2.73,0.0,10952.02,1094.08,1562.78,381.95,0.0
4288,Jacob,White,male,jacob.white363.uk@gmail.com,"76 Kings Rd, Liverpool",uk,millennial,top_10,901574.46,11269.68,often,252.13,29.83,13.29,23.8,14.53,18.55,3361.75,1497.74,2682.18,1637.48,2090.53
4289,Paul,Davis,male,paul.davis520.us@gmail.com,"161 Main St, San Jose",usa,boomer,bottom_50,1098142.74,109814.27,once,17.89,81.0,0.76,8.63,9.61,0.0,88949.56,834.59,9476.97,10553.15,0.0
4290,Marcus,Andersson,male,marcus.andersson532.se@gmail.com,"85 Odengatan, Helsingborg",swe,millennial,top_10,306412.6,3830.16,always,219.79,31.8,13.52,23.58,14.94,16.16,1217.99,517.84,903.15,572.23,618.95
4291,Eimear,O'Neill,female,eimear.oneill865.ie@gmail.com,"124 Merrion Sq, Kilkenny",ire,gen_z,bottom_50,63192.0,6319.2,once,8.53,72.62,10.73,14.6,2.05,0.0,4589.0,678.05,922.6,129.54,0.0
4292,Steven,Brown,male,steven.brown282.us@gmail.com,"82 Lake Dr, Houston",usa,millennial,bottom_50,94138.35,9413.84,once,9.87,79.02,6.0,11.62,3.36,0.0,7438.82,564.83,1093.89,316.31,0.0
4293,Charles,White,male,charles.white746.us@gmail.com,"68 Pine Rd, San Antonio",usa,gen_z,bottom_50,2840.73,284.07,once,13.13,75.5,10.21,12.07,2.22,0.0,214.47,29.0,34.29,6.31,0.0
4294,Zhi,Li,female,zhi.li597.cn@gmail.com,"34 Jiefang Rd, Guangzhou",china,gen_z,bottom_50,28200.46,2820.05,often,6.11,69.66,14.47,14.67,1.2,0.0,1964.45,408.06,413.7,33.84,0.0
4295,Hui,Sun,female,hui.sun859.cn@gmail.com,"38 Renmin Rd, Xi'an",china,millennial,bottom_50,7888.93,788.89,once,7.64,78.98,5.76,11.94,3.32,0.0,623.07,45.44,94.19,26.19,0.0
4296,Poppy,Lewis,female,poppy.lewis520.uk@gmail.com,"56 Church Rd, Leeds",uk,gen_z,top_1,639462.64,3197.31,sometimes,1478.03,14.2,9.72,26.6,15.61,33.87,454.02,310.78,850.48,499.1,1082.93
4297,Wei,Luo,male,wei.luo972.cn@gmail.com,"103 Renmin Rd, Xi'an",china,millennial,bottom_50,28791.66,2879.17,once,10.35,83.8,7.94,7.96,0.3,0.0,2412.74,228.61,229.18,8.64,0.0
4298,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,boomer,bottom_50,96219.6,9621.96,once,16.32,78.75,5.7,8.35,7.2,0.0,7577.29,548.45,803.43,692.78,0.0
4299,Daniel,Thompson,male,daniel.thompson850.us@gmail.com,"165 Main St, Houston",usa,gen_z,bottom_50,27575.55,2757.55,sometimes,17.76,74.29,5.95,15.33,4.43,0.0,2048.58,164.07,422.73,122.16,0.0
4300,Paul,Thomas,male,paul.thomas674.fr@gmail.com,"121 Boulevard Haussmann, Montpellier",fr,gen_z,bottom_50,44532.39,4453.24,always,12.94,74.31,5.56,14.95,5.18,0.0,3309.2,247.6,665.76,230.68,0.0
4301,Shan,Wang,female,shan.wang696.cn@gmail.com,"59 Wangfujing St, Wuhan",china,gen_z,bottom_50,15224.91,1522.49,sometimes,5.11,73.93,15.95,9.29,0.83,0.0,1125.58,242.84,141.44,12.64,0.0
4302,Shan,Guo,female,shan.guo413.cn@gmail.com,"99 Nanjing Rd, Wuhan",china,boomer,bottom_50,12132.67,1213.27,once,9.77,81.92,2.54,9.66,5.88,0.0,993.91,30.82,117.2,71.34,0.0
4303,Xue,Lin,female,xue.lin751.cn@gmail.com,"158 Xinhua St, Suzhou",china,millennial,bottom_50,42509.13,4250.91,often,8.55,74.92,9.5,10.19,5.39,0.0,3184.78,403.84,433.17,229.12,0.0
4304,Charles,Anderson,male,charles.anderson352.us@gmail.com,"95 Maple Dr, Philadelphia",usa,gen_z,top_10,234447.05,2930.59,often,316.75,21.73,14.71,25.64,10.58,27.34,636.82,431.09,751.4,310.06,801.22
4305,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,ire,millennial,bottom_50,27660.99,2766.1,once,21.53,75.04,8.77,11.41,4.78,0.0,2075.68,242.59,315.61,132.22,0.0
4306,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,gen_z,top_25,19338.52,773.54,once,52.11,38.1,14.42,21.95,13.05,12.48,294.72,111.54,169.79,100.95,96.54
4307,David,Jackson,male,david.jackson874.us@gmail.com,"46 Pine Rd, Dallas",usa,gen_z,top_10,594531.55,7431.64,always,118.63,28.48,14.53,23.72,12.9,20.37,2116.53,1079.82,1762.79,958.68,1513.83
4308,Bjorn,Andersson,male,bjorn.andersson802.se@gmail.com,"80 Birger Jarlsgatan, Gothenburg",swe,millennial,bottom_50,74344.88,7434.49,once,24.49,80.26,6.74,9.89,3.11,0.0,5966.92,501.08,735.27,231.21,0.0
4309,Eimear,Doyle,female,eimear.doyle661.ie@gmail.com,"174 Clontarf Rd, Limerick",ire,millennial,bottom_50,141942.17,14194.22,once,20.04,77.36,6.09,12.47,4.08,0.0,10980.65,864.43,1770.02,579.12,0.0
4310,Ashley,Wilson,female,ashley.wilson246.us@gmail.com,"82 Hill St, Phoenix",usa,boomer,top_25,2961023.13,118440.93,often,34.54,47.28,7.6,16.69,11.59,16.84,55998.87,9001.51,19767.79,13727.3,19945.45
4311,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,gen_z,top_25,73894.31,2955.77,often,52.67,54.01,13.15,19.03,5.25,8.56,1596.41,388.68,562.48,155.18,253.01
4312,James,Taylor,male,james.taylor531.uk@gmail.com,"152 Mill Lane, Leeds",uk,millennial,bottom_50,244064.77,24406.48,once,11.05,79.97,6.42,10.46,3.15,0.0,19517.86,1566.9,2552.92,768.8,0.0
4313,Hui,Lin,male,hui.lin536.cn@gmail.com,"189 Huaihai Rd, Xi'an",china,gen_z,top_10,609607.33,7620.09,often,91.26,31.55,23.41,22.41,8.22,14.41,2404.14,1783.86,1707.66,626.37,1098.05
4314,Paul,Smith,male,paul.smith880.us@gmail.com,"176 Elm St, San Antonio",usa,millennial,bottom_50,115570.83,11557.08,once,27.03,78.65,5.35,10.89,5.11,0.0,9089.64,618.3,1258.57,590.57,0.0
4315,Ida,Persson,female,ida.persson166.se@gmail.com,"30 Sveavagen, Vasteras",swe,millennial,bottom_50,45294.54,4529.45,sometimes,25.97,65.62,11.67,14.5,8.21,0.0,2972.23,528.59,656.77,371.87,0.0
4316,Saoirse,Murray,female,saoirse.murray965.ie@gmail.com,"21 Dame St, Cork",ire,millennial,top_25,330818.54,13232.74,once,59.35,48.52,9.46,18.84,5.83,17.35,6420.53,1251.82,2493.05,771.47,2295.88
4317,ANONYMIZED,ANONYMIZED,male,ANONYMIZED,ANONYMIZED,swe,millennial,top_25,134962.77,5398.51,often,69.99,49.34,14.52,11.96,10.14,14.04,2663.62,783.86,645.66,547.41,757.95
4318,Li,Xu,female,li.xu786.cn@gmail.com,"189 Guanghua Rd, Suzhou",china,boomer,bottom_50,101638.34,10163.83,often,6.35,81.15,3.97,7.88,7.0,0.0,8247.95,403.5,800.91,711.47,0.0
4319,Caoimhe,Byrne,female,caoimhe.byrne802.ie@gmail.com,"150 Dame St, Dundalk",ire,boomer,top_25,1191841.25,47673.65,sometimes,54.89,41.43,2.26,16.93,17.47,21.91,19751.19,1077.42,8071.15,8328.59,10445.3
4320,Sarah,Smith,female,sarah.smith253.us@gmail.com,"85 Elm St, San Antonio",usa,gen_z,bottom_50,10003.94,1000.39,sometimes,21.57,78.41,5.69,12.93,2.97,0.0,784.41,56.92,129.35,29.71,0.0
4321,Li,Guo,female,li.guo321.cn@gmail.com,"87 Guanghua Rd, Guangzhou",china,millennial,top_25,125525.42,5021.02,sometimes,22.85,49.07,13.2,22.64,7.71,7.38,2463.81,662.77,1136.76,387.12,370.55
4322,Jing,Zhu,female,jing.zhu510.cn@gmail.com,"171 Changan Ave, Nanjing",china,millennial,top_25,106954.88,4278.2,once,19.71,50.95,13.27,14.29,7.75,13.74,2179.74,567.72,611.35,331.56,587.82
4323,Sarah,Jones,female,sarah.jones842.us@gmail.com,"61 Lake Dr, New York",usa,millennial,bottom_50,153471.39,15347.14,once,25.33,77.18,7.58,12.11,3.13,0.0,11844.92,1163.31,1858.54,480.37,0.0
4324,Rong,He,female,rong.he389.cn@gmail.com,"142 Guanghua Rd, Guangzhou",china,millennial,bottom_50,24364.08,2436.41,once,10.1,73.72,12.05,10.21,4.02,0.0,1796.12,293.59,248.76,97.94,0.0
4325,Qian,Huang,female,qian.huang179.cn@gmail.com,"84 Dongfeng Rd, Chengdu",china,millennial,bottom_50,40511.69,4051.17,once,4.04,78.6,9.93,9.33,2.14,0.0,3184.22,402.28,377.97,86.7,0.0
4326,Anthony,Johnson,male,anthony.johnson177.us@gmail.com,"9 Park Ave, New York",usa,boomer,top_10,8413069.33,105163.37,always,246.12,27.34,12.22,21.71,14.78,23.95,28751.67,12850.96,22830.97,15543.15,25186.63
4327,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,fr,gen_z,top_25,52910.35,2116.41,often,52.33,39.4,14.27,23.47,12.4,10.46,833.87,302.01,496.72,262.43,221.38
4328,Darragh,O'Neill,male,darragh.oneill191.ie@gmail.com,"16 Dame St, Galway",ire,millennial,bottom_50,174630.46,17463.05,sometimes,22.79,81.0,3.68,10.24,5.08,0.0,14145.07,642.64,1788.22,887.12,0.0
4329,Yang,Xu,male,yang.xu650.cn@gmail.com,"105 Dongfeng Rd, Chengdu",china,gen_z,bottom_50,72657.47,7265.75,always,9.73,75.5,13.08,10.37,1.05,0.0,5485.64,950.36,753.46,76.29,0.0
4330,Peng,Zhao,male,peng.zhao230.cn@gmail.com,"108 Nanjing Rd, Wuhan",china,millennial,bottom_50,29186.5,2918.65,once,5.37,75.34,11.14,10.66,2.86,0.0,2198.91,325.14,311.13,83.47,0.0
4331,Paul,Petit,male,paul.petit839.fr@gmail.com,"32 Rue du Bac, Montpellier",fr,gen_z,top_1,271679.22,1358.4,often,596.12,19.52,11.35,22.37,17.31,29.45,265.16,154.18,303.87,235.14,400.05
4332,Yun,Zhang,female,yun.zhang253.cn@gmail.com,"57 Changan Ave, Shenzhen",china,millennial,top_1,921865.43,4609.33,always,338.85,22.42,16.86,18.89,14.75,27.08,1033.41,777.13,870.7,679.88,1248.21
4333,Andre,Moreau,male,andre.moreau967.fr@gmail.com,"123 Boulevard Saint-Germain, Marseille",fr,gen_z,bottom_50,43663.77,4366.38,always,17.7,78.43,5.28,9.52,6.77,0.0,3424.55,230.54,415.68,295.6,0.0
4334,ANONYMIZED,ANONYMIZED,female,ANONYMIZED,ANONYMIZED,swe,millennial,bottom_50,5687.55,568.75,sometimes,18.79,75.92,7.2,13.5,3.38,0.0,431.8,40.95,76.78,19.22,0.0
4335,Anthony,Martin,male,anthony.martin680.us@gmail.com,"85 Lake Dr, Chicago",usa,gen_z,top_25,126864.12,5074.56,always,67.2,44.31,10.38,23.2,9.89,12.22,2248.54,526.74,1177.3,501.87,620.11
